prompt,image_name,index,quality_score,std_quality,mos_align,std_align,generated_answer
a small leopard gecko,midjourney_normal_014.jpg,14,3.248505469,0.478225242,3.683010044,0.666667627,"A photorealistic close-up features a leopard gecko on a wooden branch. The head anatomy is stable, but the forelimb digits appear fused and malformed. Crisp skin textures contrast with soft edges and mild oversmoothing."
a small leopard gecko,sd1.5_highcorr_014.jpg,14,2.550308113,0.412023623,3.691835574,0.346105293,A close-up shows a yellow spotted gecko on a textured gray surface. The subject's head and limbs show malformed anatomy with unnatural digit arrangements. Heavy noise and blur degrade image clarity.
a small leopard gecko,sd1.5_lowcorr_014.jpg,14,3.048358432,0.538957806,3.572455852,0.438835632,"A photorealistic close-up features a spotted gecko perched on a tree branch. The subject anatomy is stable, though limb digits show slight fusion. Skin textures exhibit mild flatness and repetitive pseudo-detailing."
a small leopard gecko,sd1.5_lowstep_014.jpg,14,3.288125226,0.30327621,3.580006984,0.614398847,A close-up photograph captures a spotted gecko on a sandy surface. The subject is recognizable but has malformed digits and distorted facial patterns. Textures appear waxy and oversmoothed with indistinct background details.
a small leopard gecko,sd1.5_normal_014.jpg,14,3.404030758,0.300872209,3.774911662,0.392592035,A photorealistic close-up shows a spotted gecko on a rock edge. The lizard's anatomy and pose appear structurally coherent and semantically clear. Skin textures exhibit subtle pseudo-detailing and minor surface waxiness.
a small leopard gecko,xl2.2_normal_014.jpg,14,3.516316957,0.433368338,3.738509136,0.241830352,A macro shot features a colorful gecko facing forward on a rock. The lizard's facial patterns and multi-digit paws show clear anatomical distortions. Sharp textures exhibit a consistent waxy or plastic-like surface quality.
santa claus on drugs,AttnGAN_normal_015.jpg,15,0.91586726,0.403143871,0.571482359,0.516367865,Dark blurry figures with white markings rest on a tiled background. Subject forms are structurally incoherent and lack clear semantic meaning. Extreme global blur results in total loss of detail and edge definition.
santa claus on drugs,DALLE2_normal_015.jpg,15,2.505030811,0.409191015,3.345634382,0.652234055,"A close-up shot features a person in a Santa costume holding white pills. Facial features are plausible, yet the hand holding items is heavily distorted. Fur textures exhibit a waxy appearance with softened edge definitions."
santa claus on drugs,glide_normal_015.jpg,15,0.563430702,0.546433261,0.60877307,0.535029947,A distorted red organic figure floats against a pitch-black background. The central subject is severely malformed with fused features and broken geometry. Extreme blurring and darkness obscure all surface textures.
santa claus on drugs,midjourney_lowstep_015.jpg,15,2.630872609,0.413256802,2.851503215,0.787262618,A soft-focus painted portrait depicts Santa Claus smoking in a dark setting. The subject's face and hands show significant blurring and structurally fused fingers. Oversmoothing creates waxy textures and indistinct image boundaries.
santa claus on drugs,midjourney_normal_015.jpg,15,3.657064334,0.419378629,2.931303945,0.876163186,"A realistic portrait shows a man in a Santa costume against a dark background. The face is clear, but hands and held objects are severely malformed. Fur textures appear slightly waxy, and details show subtle oversmoothing."
santa claus on drugs,sd1.5_highcorr_015.jpg,15,2.717733183,0.469201298,2.169304869,0.527900993,A digital portrait shows Santa Claus against a speckled green background. The figure's hands are structurally distorted with fused fingers and poor contact. Repetitive beard textures and waxy skin surfaces reduce naturalness.
santa claus on drugs,sd1.5_lowcorr_015.jpg,15,2.251322245,0.421310603,2.70330186,0.372103707,A stylized digital painting features Santa Claus against a green background. The subject's lower torso and legs are severely distorted with warped anatomy. Textures appear waxy and edges lack fine-grained definition.
santa claus on drugs,sd1.5_lowstep_015.jpg,15,2.926078447,0.428291684,1.893894456,0.559833102,A festive digital portrait of Santa Claus against a blue sky. The subject's face and hands display significant anatomical inconsistencies. Textures appear waxy with soft edges and low-frequency detail.
santa claus on drugs,sd1.5_normal_015.jpg,15,2.675811291,0.69621607,2.706378634,1.015146095,A photorealistic portrait shows Santa Claus sitting near a Christmas tree. The subject's facial features and beard display subtle structural inconsistencies and fusion. Details appear softened with a slight waxy texture on the suit.
santa claus on drugs,xl2.2_normal_015.jpg,15,3.240419025,0.544233908,2.603839495,0.614847811,A photorealistic portrait of Santa holding an object against a blurred background. The subject's hands are malformed with fused fingers and broken glove contours. Facial skin exhibits waxy oversmoothing and flattened texture.
very sad rabbit crying,AttnGAN_normal_016.jpg,16,1.174495727,0.516055647,0.541980536,0.483986297,A distorted digital abstraction of an urban facade featuring illegible signage. The architectural forms are fused and lack recognizable structural stability. Textures appear waxy with blurred edge definitions.
very sad rabbit crying,DALLE2_normal_016.jpg,16,2.790423236,1.034948217,3.569908726,0.58830311,A centered portrait shows a crying grey cartoon rabbit on a white background. The subject has a readable structure despite minor eye detail inconsistencies. Figure outlines display noticeable softness and varying edge sharpness throughout.
very sad rabbit crying,glide_normal_016.jpg,16,1.540771109,0.739184228,1.585290614,0.764202398,A dark rabbit sits in profile on a bright green field. The subject is structurally stable but lacks readable facial definition. Significant blur and flat textures degrade the entire image fidelity.
very sad rabbit crying,midjourney_lowstep_016.jpg,16,2.188089699,0.598396954,2.521914306,0.611682165,"A centered 3D-style white lop-eared rabbit on a plain white background. The subject exhibits malformed facial features, fused ears, and simplified paw geometry. Global textures appear waxy and oversmoothed with softened edge definitions."
very sad rabbit crying,midjourney_normal_016.jpg,16,3.731501045,0.511180023,2.829700445,1.01260011,A photorealistic close-up of a fluffy white rabbit on a wooden surface. The rabbit is recognizable despite a forehead tuft and poorly defined paws. Fur textures show subtle oversmoothing and waxy highlights across the coat.
very sad rabbit crying,sd1.5_highcorr_016.jpg,16,3.630412823,0.375269693,2.775303755,1.073922611,A close-up shot features a gray rabbit against a blurred green background. The rabbit's facial structure remains coherent with only slight fur texture smoothing. Fur textures show subtle oversmoothing and a waxy perceptual quality.
very sad rabbit crying,sd1.5_lowcorr_016.jpg,16,2.831160905,1.285288387,1.588396896,0.348232662,"A stylized brown rabbit sits in profile within a bold red frame. The subject anatomy is stable, but the forepaw holding grass appears malformed. Oversmoothing creates flat textures and softened edge definitions."
very sad rabbit crying,sd1.5_lowstep_016.jpg,16,2.822270352,0.712421381,2.231381244,0.528636304,A digital painting portrays a white rabbit against a muted brown backdrop. The subject features a coherent form with a well-defined head and ears. Fur surfaces appear overly smooth and lack intricate detail.
very sad rabbit crying,sd1.5_normal_016.jpg,16,3.744508689,0.352841522,2.141295149,0.566794798,"A photorealistic close-up shows a grey rabbit head on a blurred background. The rabbit's head is clear, but the muzzle appears artificially defined. Fur textures appear waxy and oversmoothed with inconsistent fine detail."
very sad rabbit crying,xl2.2_normal_016.jpg,16,3.395484412,0.26045841,2.307030807,0.256359155,A white rabbit sits facing forward in a dark studio. The subject displays minor anatomical warping at the mouth and paws. Fur textures are crisp with consistent lighting and soft shadows.
man hating his printer,AttnGAN_normal_018.jpg,18,1.101434458,0.368267338,0.373079324,0.578466453,"Abstract blue figures occupy a warm-toned wall-like background space. The subject forms are heavily distorted and fused without clear semantic meaning. Image exhibits pervasive smearing, flat textures, and poor boundary definition."
man hating his printer,DALLE2_normal_018.jpg,18,2.476222723,0.379930019,2.903856842,1.315259636,A frustrated man leans over an office printer in a close-up view. The man's face shows distortion and unnatural warping around the mouth. Skin textures appear overly smooth and waxy.
man hating his printer,glide_normal_018.jpg,18,0.778016184,0.473773542,0.26365428,0.164672594,"A low-resolution digital image features a black cat on a white object. The cat's anatomy is vaguely defined with indistinct, rounded limb shapes. Heavy blur and flat textures obscure all fine details."
man hating his printer,midjourney_lowstep_018.jpg,18,2.505259558,0.33788971,3.436323658,0.845904873,A soft-focus digital portrait shows a man leaning on a white printer. Facial features and hand structures are visibly malformed and lack anatomical clarity. Heavy smoothing creates waxy textures and eliminates edge definition.
